"924"," أخبرنا محمد بن يوسف حدثنا سفيان عن يونس عن الحسن قال هي بمنزلة المستحاضة "
"925"," حدثنا أبو الوليد الطيالسي عن جرير عن مغيرة عن إبراهيم قال لا يكون حيض على حمل "
"926"," أخبرنا سعيد بن عامر عن هشام عن الحسن في الحامل ترى الدم قال هي بمنزلة المستحاضة "
"927"," أخبرنا أبو الوليد حدثنا أبو عوانة عن مغيرة عن إبراهيم إذا رأت الحامل الدم لم تدع الصلاة "
"928"," أخبرنا حجاج حدثنا حماد بن سلمة عن الحجاج عن عطاء والحكم بن عتيبة أنهما قالا في الحبلى والتي قعدت عن المحيض إذا رأت الدم توضأتا وصلتا ولا تغتسلان "
"929"," أخبرنا حجاج عن حماد عن مطر عن عطاء قال تغتسلان وتصليان "
"930"," أخبرنا زيد بن يحيى الدمشقي عن محمد بن راشد عن سليمان بن موسى عن عطاء بن أبي رباح عن عائشة قالت إن الحبلى لا تحيض فإذا رأت الدم فلتغتسل ولتصل "
"931"," أخبرنا يحيى بن حسان حدثنا محمد بن الفضيل عن الحسن بن الحكم عن الحكم عن إبراهيم في المرأة إذا رأت الدم وهي تمخض قال هو حيض تترك الصلاة "
"932"," أخبرنا يحيى بن حسان حدثنا هشيم حدثنا يونس عن الحسن في المرأة الحامل إذا ضربها الطلق ورأت الدم على الولد فلتمسك عن الصلاة و قال عبد الله تصلي ما لم تضع "
"933"," أخبرنا محمد بن عيسى حدثنا أبو سفيان عن معمر عن قتادة في النفساء كطهر امرأة من نسائها "
"934"," أخبرنا محمد بن عيسى حدثنا هشيم حدثنا يونس عن الحسن في النفساء تمسك عن الصلاة أربعين يوما فإن رأت الطهر فذاك وإن لم تر الطهر أمسكت عن الصلاة أياما خمسا ستا فإن طهرت فذاك وإلا أمسكت عن الصلاة ما بينها وبين الخمسين فإن طهرت فذاك وإلا فهي مستحاضة "
"935"," أخبرنا محمد بن يوسف حدثنا سفيان عن يونس بن عبيد عن الحسن عن عثمان بن أبي العاص أنه كان لا يقرب النفساء أربعين يوما و قال الحسن النفساء خمسة وأربعون إلى خمسين فما زاد فهي مستحاضة "
"936"," أخبرنا جعفر بن عون أخبرنا إسمعيل بن مسلم عن الحسن عن عثمان بن أبي العاص قال وقت النفساء أربعين يوما فإن طهرت وإلا فلا تجاوزه حتى تصلي "
"937"," أخبرنا محمد بن يوسف حدثنا سفيان عن أشعث عن عطاء قال إن كان للنفساء عادة وإلا جلست أربعين ليلة "
"938"," أخبرنا محمد بن يوسف حدثنا سفيان عن ابن جريج عن عطاء قال النفاس حيض "
"939"," أخبرنا أبو الوليد الطيالسي حدثنا أبو عوانة عن أبي بشر عن يوسف بن ماهك عن ابن عباس قال تنتظر النفساء أربعين يوما أو نحوها "
"940"," أخبرنا أبو الوليد حدثنا أبو خيثمة حدثنا علي بن عبد الأعلى عن أبي سهل البصري عن مسة عن أم سلمة قالت كانت النفساء تجلس على عهد رسول الله صلى الله عليه وسلم أربعين يوما أو أربعين ليلة وكانت إحدانا تطلي الورس على وجهها من الكلف "
"941"," أخبرنا سعيد بن عامر عن هشام عن جلد عن معاوية بن قرة أن امرأة لعائذ بن عمرو نفست فجاءت بعدما مضت عشرون ليلة فدخلت في لحافه فقال من هذه قالت أنا فلانة إني قد تطهرت فركضها برجله فقال لا تغرني عن ديني حتى تمضي أربعون ليلة "
"942"," أخبرنا أبو نعيم حدثنا أبو عوانة عن أبي بشر عن يوسف بن ماهك عن ابن عباس قال النفساء تجلس نحوا من أربعين "
"943"," أخبرنا عمرو بن عون أخبرنا أبو عوانة عن أبي بشر عن يوسف بن ماهك عن ابن عباس قال النفساء تنتظر نحوا من أربعين يوما "
"944"," أخبرنا موسى بن خالد حدثنا معتمر عن أبيه أن الحسن قال في النفساء التي ترى الدم تربص أربعين ليلة ثم تصلي وقال الشعبي شهرين ثم هي بمنزلة المستحاضة "
"945"," أخبرنا مروان بن محمد حدثنا محمد بن شعيب حدثنا إبراهيم بن سليمان الأفطس قال سمعت العلاء بن الحارث عن مكحول قال المرأة تنتظر من الغلام ثلاثين يوما ومن الجارية أربعين يوما يعني النفساء قال مروان هو قول سعيد بن عبد العزيز و قال الأوزاعي هما سواء "
"946"," أخبرنا محمد بن عبد الله الرقاشي حدثنا وهيب حدثني يونس عن الحسن قال إذا رأت الدم عند الطلق يوما أو يومين فهو من النفاس "
"947"," أخبرنا عبد الله بن محمد حدثنا عبد الله بن المبارك عن ابن جريج عن عطاء في الحامل ترى الدم وهي تطلق قال تصنع ما تصنع المستحاضة "
"948"," أخبرنا محمد بن يوسف حدثنا سفيان عن مغيرة عن إبراهيم في المرأة تجنب ثم تحيض قال تغتسل أخبرنا محمد بن يوسف حدثنا سفيان عن هشام عن الحسن مثله "
"949"," أخبرنا محمد بن يوسف حدثنا سفيان عن العلاء بن المسيب عن عطاء قال الحيض أكبر "
"950"," أخبرنا سعيد بن عامر عن شعبة عن مغيرة عن إبراهيم في رجل غشي امرأته فحاضت فقال تغتسل أحب إلي "
"951"," أخبرنا حجاج حدثنا حماد عن حجاج عن عطاء والنخعي قالا لتغتسل من الجنابة حدثنا حجاج عن حماد عن عامر الأحول عن الحسن مثل ذلك "
"952"," أخبرنا المعلى بن أسد حدثنا عبد الواحد بن زياد حدثنا العلاء بن المسيب قال سئل عنها حماد فقال قال إبراهيم تغتسل "
"953"," حدثنا إبراهيم بن موسى عن ابن فضيل عن محمد بن سالم عن الشعبي قال تغتسل "
"954"," أخبرنا محمد بن يوسف حدثنا يحيى بن أيوب قال سمعت الحكم بن عتيبة يقول كان يعجبهم في المرأة الحائض أن توضأ وضوءها للصلاة ثم تسبح الله وتكبره في وقت الصلاة "
"955"," أخبرنا محمد بن يوسف حدثنا سفيان عن سليمان التيمي قال قلت لأبي قلابة الحائض تتوضأ عند وقت كل صلاة وتذكر الله فقال ما وجدت لهذا أصلا "
"956"," أخبرنا عبد الله بن يزيد حدثنا سعيد بن أبي أيوب قال حدثني خالد بن يزيد الصدفي عن أبيه عن عقبة بن عامر الجهني أنه كان يأمر المرأة الحائض عند أوان الصلاة أن توضأ وتجلس بفناء مسجدها فتذكر الله وتسبح "
"957"," حدثنا يعلى حدثنا عبد الملك عن عطاء في المرأة الحائض أتقرأ قال لا إلا طرف الآية ولكن توضأ عند وقت كل صلاة ثم تستقبل القبلة وتسبح وتكبر وتدعو الله "
"958"," أخبرنا محمد بن يزيد حدثنا ضمرة حدثنا السيباني وهو يحيى بن أبي عمرو من أهل الرملة حدثنا مكحول قال تؤمر الحائض تتوضأ عند مواقيت الصلاة وتستقبل القبلة وتذكر الله "
"959"," أخبرنا محمد بن يوسف حدثنا سفيان عن حماد عن إبراهيم قال إذا سمع الحائض والجنب السجدة يغتسل الجنب ويسجد ولا تقضي الحائض لأنها لا تصلي "
"960"," أخبرنا محمد بن يوسف حدثنا سفيان عن مغيرة عن إبراهيم في الحائض تسمع السجدة قال لا تقضي "
"961"," أخبرنا سعيد بن عامر وجعفر بن عون عن سعيد عن أبي معشر عن إبراهيم قال ليس عليها شيء "
"962"," أخبرنا يعلى حدثنا عبيدة بن معتب عن إبراهيم عن الأسود عن عائشة قالت كنا نحيض عند رسول الله صلى الله عليه وسلم فما يأمر امرأة منا برد الصلاة "
"963"," أخبرنا أبو النعمان حدثنا حماد عن أيوب عن أبي قلابة عن معاذة أن امرأة سألت عائشة أتقضي إحدانا صلاة أيام حيضها فقالت أحرورية أنت قد كانت إحدانا تحيض على عهد رسول الله صلى الله عليه وسلم فلا تؤمر بقضاء أخبرنا أبو النعمان حدثنا حماد عن يزيد الرشك عن معاذة قال أبو النعمان كأن حمادا فرق حديث أيوب فجاء بهذا "
"964"," أخبرنا عمرو بن عون عن خالد بن عبد الله عن عطاء بن السائب عن عامر قال إذا سمعت الحائض السجدة فلا تسجد "
"965"," أخبرنا عمرو بن عون عن خالد بن عبد الله عن خالد الحذاء عن أبي قلابة قال لا تسجد المرأة الحائض إذا سمعت السجدة "
"966"," أخبرنا عمرو بن عون عن خالد عن الحسن بن عبيد الله عن إبراهيم أنه كان يكره للحائض أن تسجد إذا سمعت السجدة "
"967"," أخبرنا يعلى عن محمد بن عون عن أبي غالب عجلان قال سألت ابن عباس عن النفساء والحائض هل تقضيان الصلاة إذا تطهرن قال هو ذا أزواج النبي صلى الله عليه وسلم فلو فعلن ذلك أمرنا نساءنا بذلك "
"968"," أخبرنا عمرو بن عون أخبرنا خالد عن ليث عن عبد الرحمن بن القاسم عن أبيه قال أتت امرأة إلى عائشة فقالت أقضي ما تركت من صلواتي في الحيض عند الطهر فقالت عائشة أحرورية أنت كنا مع رسول الله صلى الله عليه وسلم فكانت إحدانا تحيض وتطهر فلا يأمرنا بالقضاء "
"969"," أخبرنا إسحق بن عيسى حدثنا شريك عن كثير أبي إسمعيل قال قلت لفاطمة يعني بنت علي أتقضين صلاة أيام حيضك قالت لا "
"970"," أخبرنا سعيد بن الربيع حدثنا شعبة عن يزيد الرشك قال سمعت معاذة عن عائشة سألتها امرأة أتقضي الحائض الصلاة قالت أحرورية أنت قد حضن نساء رسول الله صلى الله عليه وسلم فأمرهن يجزين قال عبد الله معناه أنهن لا يقضين "
"971"," أخبرنا محمد بن يوسف حدثنا سفيان عن مغيرة عن إبراهيم قال الحائض والجنب يذكران الله ويسميان "
"972"," أخبرنا محمد بن يوسف حدثنا سفيان قال بلغني عن إبراهيم وسعيد بن جبير أنهما قالا لا يقرأ الجنب والحائض آية تامة يقرأان الحرف "
"973"," أخبرنا محمد بن يزيد البزاز حدثنا شريك عن فراس عن عامر الجنب والحائض لا يقرأان القرآن "
"974"," أخبرنا أبو الوليد حدثنا شعبة حدثنا الحكم عن إبراهيم قال كان عمر يكره أو ينهى أن يقرأ الجنب قال شعبة وجدت في الكتاب والحائض "
"975"," أخبرنا يزيد بن هارون عن هشام الدستوائي عن حماد عن إبراهيم قال أربعة لا يقرءون القرآن عند الخلاء وفي الحمام والجنب والحائض إلا الآية ونحوها للجنب والحائض "
"976"," أخبرنا عبد الله بن سعيد حدثنا أبو خالد الأحمر عن حجاج عن عطاء وحماد عن إبراهيم وسعيد بن جبير قالوا الحائض والجنب يستفتحون الآية ولا يتمون آخرها "
"977"," أخبرنا حجاج حدثنا حماد بن سلمة عن عاصم الأحول عن أبي العالية في الحائض قال لا تقرأ القرآن "
"978"," أخبرنا عبيد الله بن موسى وأبو نعيم قالا أخبرنا السائب بن عمر عن ابن أبي مليكة أن عائشة كانت ترقي أسماء وهي عارك "
"979"," أخبرنا مسلم حدثنا هشام حدثنا قتادة قال الجنب يذكر اسم الله "
"980"," أخبرنا سهل بن حماد حدثنا شعبة عن سيار عن أبي وائل قال كان يقال لا يقرأ الجنب ولا الحائض ولا يقرأ في الحمام وحالان لا يذكر العبد فيهما الله عند الخلاء وعند الجماع إلا أن الرجل إذا أتى أهله بدأ فسمى الله "
"981"," أخبرنا يعلى حدثنا عبد الملك عن عطاء في المرأة الحائض تقرأ قال لا إلا طرف الآية "
"982"," أخبرنا عبد الله بن سعيد حدثنا أبو أسامة عن الجريري عن أبي عطاف عن أبي هريرة قال أربع لا يحرمن على جنب ولا حائض سبحان الله والحمد لله ولا إله إلا الله والله أكبر سئل أبو محمد عبد الله يقرأ الجنب آية آية قال لا يعجبني "
"983"," أخبرنا أحمد بن حميد حدثنا عبد الرحيم بن سليمان حدثنا الحسن بن عبيد الله عن مسلم بن صبيح عن ابن عباس أنه سئل عن الحائض تسمع السجدة قال لا تسجد لأنها صلاة "
"984"," أخبرنا أحمد بن حميد حدثنا حفص بن غياث عن الحسن بن عبيد الله عن إبراهيم وأبي الضحى قالا لا تسجد "
"985"," أخبرنا أحمد بن حميد حدثنا ابن نمير عن حجاج عن حماد عن إبراهيم وسعيد بن جبير قالا ليس عليها ذاك الصلاة أكبر من ذلك "
"986"," أخبرنا أحمد بن حميد حدثنا ابن المبارك عن ابن جريج عن عطاء قال منعت خيرا من ذلك الصلاة المكتوبة "
"987"," أخبرنا أحمد بن حميد حدثنا غندر عن أشعث عن الحسن قال لا تسجد "
"988"," أخبرنا أحمد حدثنا ابن المبارك عن يونس عن الزهري في المرأة ترى الطهر فتسمع السجدة قال لا تسجد حتى تغتسل "
"989"," أخبرنا أبو زيد سعيد بن الربيع حدثنا شعبة عن الحكم قال سمعت ذرا عن وائل بن مهانة عن عبد الله عن النبي صلى الله عليه وسلم أنه قال للنساء تصدقن فإنكن أكثر أهل النار فقالت امرأة ليست من علية النساء لم أو بم أو فيم قال إنكن تكثرن اللعن وتكفرن العشير قال وقال عبد الله ما من ناقصي الدين والعقل أغلب للرجال ذوي الأمر على أمرهم من النساء قال رجل لعبد الله ما نقصان عقلها قال جعلت شهادة امرأتين بشهادة رجل قال سئل ما نقصان دينها قال تمكث كذا وكذا من يوم وليلة لا تصلي لله صلاة "
"990"," أخبرنا محمد بن يوسف حدثنا الأوزاعي عن عبد الرحمن بن القاسم عن أبيه عن عائشة قالت إذا طهرت المرأة من الحيض فلتتبع ثوبها الذي يلي جلدها فلتغسل ما أصابه من الأذى ثم تصلي فيه "
"991"," أخبرنا محمد بن يوسف حدثنا ابن عيينة عن ابن أبي نجيح عن عطاء عن عائشة قالت كان يكون لإحدانا الدرع فيه تحيض وفيه تجنب ثم ترى فيه القطرة من دم حيضتها فتقصعه بريقها "
"992"," أخبرنا سهل بن حماد حدثنا أبو بكر الهذلي عن الحسن عن أمه عن أم سلمة إن إحداكن تسبقها القطرة من الدم فإذا أصابت إحداكن ذلك فلتقصعه بريقها "
"993"," أخبرنا أبو النعمان حدثنا ثابت بن يزيد حدثنا عاصم عن معاذة العدوية عن عائشة قالت إذا غسلت المرأة الدم فلم يذهب فلتغيره بصفرة ورس أو زعفران "
"994"," أخبرنا سعيد بن الربيع حدثنا شعبة عن يزيد الرشك قال سمعت معاذة العدوية عن عائشة قالت لها امرأة الدم يكون في الثوب فأغسله فلا يذهب فأقطعه قالت الماء طهور "
"995"," أخبرنا أبو الوليد الطيالسي حدثنا يحيى بن سعيد القطان حدثني جابر بن صبح قال سمعت خلاس بن عمرو قال سمعت عائشة تقول كان رسول الله صلى الله عليه وسلم أبو القاسم يكون معي في الشعار الواحد وأنا حائض طامث إن أصابه مني شيء غسل ما أصابه لم يعده إلى غيره وصلى فيه ثم يعود وإن أصابه مني شيء فعل مثل ذلك غسل مكانه لم يعده إلى غيره وصلى فيه "
"996"," أخبرنا يزيد بن هارون عن هشام الدستوائي عن حماد عن إبراهيم فيما تلبس المرأة من الثياب وهي حائض إن أصابه دم غسلته وإلا فليس عليها غسله وإن عرقت فيه فإنه يجزئها أن تنضحه "
"997"," أخبرنا عبيد الله بن موسى عن عثمان عن مجاهد قال المرأة الحائض تصلي في ثيابها التي تحيض فيها إلا أن يصيب شيئا منها دم فتغسل موضع الدم "
"998"," أخبرنا عمرو بن عون حدثنا سفيان بن عيينة عن هشام بن عروة عن فاطمة بنت المنذر عن أسماء بنت أبي بكر قالت سألت رسول الله صلى الله عليه وسلم عن دم الحيض يصيب الثوب قال حتيه ثم رشيه بالماء "
"999"," حدثنا معاذ بن هانئ عن إبراهيم بن طهمان عن مغيرة عن إبراهيم قال الحائض لا تغسل ثوبها إذا لم يكن فيه دم "
"1000"," أخبرنا محمد بن عبد الله الرقاشي حدثنا يزيد هو ابن زريع حدثنا محمد هو ابن إسحق حدثتني فاطمة بنت المنذر عن أسماء بنت أبي بكر قالت سمعت امرأة تسأل رسول الله صلى الله عليه وسلم عن ثوبها إذا طهرت من محيضها كيف تصنع به قال إن رأيت فيه دما فحكيه ثم اقرصيه بماء ثم انضحي في سائره فصلي فيه "
"1001"," أخبرنا أبو عبيد القاسم بن سلام حدثنا عبد الرحمن بن مهدي عن سفيان عن ثابت الحداد عن عدي بن دينار مولى أم قيس بنت محصن عن أم قيس قالت سألت النبي صلى الله عليه وسلم عن دم الحيضة يكون في الثوب فقال اغسليه بماء وسدر وحكيه بضلع "
"1002"," أخبرنا سعيد بن الربيع عن علي بن المبارك قال سمعت كريمة قالت سمعت عائشة وسألتها امرأة فقالت المرأة يصيب ثوبها من دم حيضتها فقالت لتغسله بالماء قالت فإنا نغسله فيبقى أثره قالت إن الماء طهور "
"1003"," أخبرنا جعفر بن عون حدثنا ابن جريج عن عطاء قال كانت عائشة ترى الشيء من المحيض في ثوبها فتحته بالحجر أو بالعود أو بالقرن ثم ترشه "
"1004"," أخبرنا أبو نعيم عن عبد الوهاب الثقفي عن عبد الله بن عثمان بن خثيم قال سألت سعيد بن جبير عن الجنب يعرق في الثوب ثم يمسحه به قال لا بأس به "
"1005"," حدثنا حجاج بن منهال حدثنا حماد بن سلمة عن عبد الله بن عثمان بن خثيم عن سعيد بن جبير أنه كان لا يرى بعرق الجنب في الثوب بأسا "
"1006"," أخبرنا حجاج حدثنا حماد عن عطاء بن السائب عن الشعبي أنه كان لا يرى به بأسا "
"1007"," أخبرنا حجاج حدثنا حماد عن حميد عن الحسن قال ما كل أصحاب النبي صلى الله عليه وسلم كانوا يجدون ثوبين فقال إذا اغتسلت ألست تلبسه فذاك بذاك "
"1008"," أخبرنا عمرو بن عون حدثنا سفيان بن عيينة عن يحيى بن سعيد عن القاسم بن محمد أن عائشة سئلت عن الرجل يصيب المرأة ثم يلبس الثوب فيعرق فيه فلم تر به بأسا "
"1009"," أخبرنا عمرو بن عون حدثنا يحيى بن سليم عن ابن جريج عن عطاء قال لا بأس أن يعرق الجنب والحائض في الثوب يصلى فيه "
"1010"," أخبرنا عمرو بن عون أخبرنا أبو الأحوص عن أبي حمزة عن إبراهيم في الجنب يعرق في ثوبه قال لا يضره ولا ينضحه بالماء "
"1011"," أخبرنا يزيد بن هارون عن هشام عن حماد عن إبراهيم في الحائض إذا عرقت في ثيابها فإنه يجزئها أن تنضحه بالماء "
"1012"," أخبرنا عبد الله بن مسلمة حدثنا مالك عن نافع عن ابن عمر كان يعرق في الثوب وهو جنب ثم يصلي فيه "
"1013"," أخبرنا يحيى بن يحيى حدثنا هشيم عن هشام هو ابن حسان عن عكرمة عن ابن عباس أنه لم يكن يرى بأسا بعرق الحائض والجنب "
"1014"," أخبرنا خالد بن مخلد حدثنا مالك بن أنس عن زيد بن أسلم قال سأل رجل رسول الله صلى الله عليه وسلم فقال ما يحل لي من امرأتي وهي حائض قال لتشد عليها إزارها ثم شأنك بأعلاها "
"1015"," أخبرنا خالد حدثنا مالك عن نافع قال أرسل عبد الله بن عبد الله بن عمر إلى عائشة ليسألها هل يباشر الرجل امرأته وهي حائض فقالت لتشد إزارها على أسفلها ثم يباشرها "
"1016"," حدثنا محمد بن عيسى حدثنا ابن أبي زائدة عن العلاء بن المسيب عن حماد عن إبراهيم قال الحائض يأتيها زوجها في مراقها وبين فخذيها فإذا دفق غسلت ما أصابها واغتسل هو "
"1017"," أخبرنا محمد بن عيسى حدثنا عبيد الله بن عدي قال سألت عبد الكريم عن الحائض فقال قال إبراهيم لقد علمت أم عمران أني أطعن في أليتها يعني وهي حائض "
"1018"," أخبرنا محمد بن يوسف حدثنا مالك بن مغول قال سأل رجل عطاء عن الحائض فلم ير بما دون الدم بأسا "
"1019"," أخبرنا محمد بن يوسف حدثنا سفيان عن منصور عن إبراهيم عن الأسود عن عائشة قالت كنت إذا حضت أمرني النبي صلى الله عليه وسلم فأتزر وكان يباشرني "
"1020"," أخبرنا محمد بن يوسف حدثنا الأوزاعي حدثني ميمون بن مهران قال سئلت عائشة ما يحل للرجل من امرأته وهي حائض قالت ما فوق الإزار "
"1021"," أخبرنا يزيد بن هارون حدثنا عيينة بن عبد الرحمن بن جوشن عن مروان الأصفر عن مسروق قال قلت لعائشة ما يحل للرجل من امرأته إذا كانت حائضا قالت كل شيء غير الجماع قال قلت فما يحرم عليه منها إذا كانا محرمين قالت كل شيء غير كلامها "
"1022"," أخبرنا محمد بن يوسف حدثنا سفيان عن جلد بن أيوب عن رجل عن عائشة قالت لإنسان اجتنب شعار الدم "
"1023"," أخبرنا محمد بن يوسف حدثنا سفيان عن إسمعيل عن الشعبي قال إذا كف الأذى يعني الدم "
"1024"," أخبرنا زكريا بن عدي حدثنا شريك عن ليث عن مجاهد قال لا بأس أن تؤتى الحائض بين فخذيها وفي سرتها "
"1025"," أخبرنا أبو نعيم حدثنا الحسن بن صالح عن ليث عن مجاهد قال يقبل به ويدبر إلا الدبر والمحيض "
"1026"," أخبرنا يعلى بن عبيد ويزيد بن هارون عن محمد بن عمرو عن أبي سلمة عن أم سلمة قالت كنت مع رسول الله صلى الله عليه وسلم في لحاف فوجدت ما تجد النساء فقمت فقال رسول الله صلى الله عليه وسلم ما لك أنفست قلت وجدت ما تجد النساء قال ذاك ما كتب الله على بنات آدم قالت فقمت فأصلحت من شأني ثم رجعت قال رسول الله صلى الله عليه وسلم ادخلي في اللحاف فدخلت "
"1027"," أخبرنا وهب بن جرير عن هشام الدستوائي عن يحيى عن أبي سلمة عن زينب بنت أم سلمة عن أم سلمة قالت بينا أنا مع رسول الله صلى الله عليه وسلم مضطجعة في الخميلة إذ حضت فانسللت فأخذت ثياب حيضتي فقال أنفست قلت نعم قالت دعاني فاضطجعت معه في الخميلة قالت وكانت هي ورسول الله صلى الله عليه وسلم يغتسلان من الإناء الواحد من الجنابة وكان يقبلها وهو صائم "
"1028"," أخبرنا عمرو بن عون حدثنا خالد عن الشيباني عن عبد الله بن شداد عن ميمونة قالت كان رسول الله صلى الله عليه وسلم يباشر المرأة من نسائه فوق الإزار وهي حائض "
"1029"," أخبرنا بشر بن عمر الزهراني حدثنا أبو الأحوص حدثنا أبو إسحق عن أبي ميسرة عمرو بن شرحبيل عن عائشة قالت كان رسول الله صلى الله عليه وسلم يأمر إحدانا إذا كانت حائضا أن تشد عليها إزارها ثم يباشرها "
"1030"," أخبرنا عبد الصمد حدثنا شعبة عن أبي إسحق عن أبي ميسرة قال قالت أم المؤمنين كنت أتزر وأنا حائض ثم أدخل مع رسول الله صلى الله عليه وسلم في لحافه "
"1031"," أخبرنا عمرو بن عون عن خالد بن عبد الله عن يزيد بن أبي زياد قال سئل ابن جبير ما للرجل من امرأته إذا كانت حائضا قال ما فوق الإزار "
"1032"," أخبرنا يزيد بن هارون أخبرنا ابن عون عن محمد بن سيرين عن عبيدة في الحائض قال الفراش واحد واللحف شتى فإن كانوا لا يجدون رد عليها من لحافه "
"1033"," أخبرنا يزيد بن هارون حدثنا ابن عون عن محمد بن سيرين عن شريح قال له ما فوق السرر أو السرة "
"1034"," حدثنا سليمان بن حرب حدثنا حماد بن سلمة عن أبي عمران الجوني عن يزيد بن بابنوس عن عائشة قالت كان رسول الله صلى الله عليه وسلم يتوشحني وأنا حائض ويصيب من رأسي وبيني وبينه ثوب "
"1035"," أخبرنا سليمان بن حرب حدثنا حماد بن سلمة عن ثابت عن أنس أن اليهود كانوا إذا حاضت المرأة فيهم لم يؤاكلوها ولم يشاربوها وأخرجوها من البيت ولم تكن معهم في البيوت فسئل النبي صلى الله عليه وسلم عن ذلك فأنزل الله تعالى { ويسألونك عن المحيض قل هو أذى } فأمرهم رسول الله صلى الله عليه وسلم أن يؤاكلوهن وأن يشاربوهن وأن يكن معهم في البيوت وأن يفعلوا كل شيء ما خلا النكاح فقالت اليهود ما يريد هذا أن يدع شيئا من أمرنا إلا خالفنا فيه فجاء عباد بن بشر وأسيد بن حضير إلى رسول الله صلى الله عليه وسلم فأخبراه بذلك وقالا يا رسول الله أفلا ننكحهن في المحيض فتمعر وجه رسول الله صلى الله عليه وسلم تمعرا شديدا حتى ظننا أنه وجد عليهما فقاما فخرجا فاستقبلتهما هدية لبن فبعث رسول الله صلى الله عليه وسلم في آثارهما فردهما فسقاهما فعلمنا أنه لم يغضب عليهما "
"1036"," أخبرنا أبو نعيم حدثنا أبو هلال حدثني شيبة بن هشام الراسبي قال سألت سالم بن عبد الله عن الرجل يضاجع امرأته وهي حائض في لحاف واحد فقال أما نحن آل عمر فنهجرهن إذا كن حيضا "
"1037"," أخبرنا أحمد بن خالد عن محمد بن إسحق عن نافع عن ابن عمر قال لا بأس بفضل وضوء المرأة ما لم تكن جنبا أو حائضا "
"1038"," أخبرنا محمد بن يوسف حدثنا سفيان عن غيلان عن الحكم قال يضعه وضعا يعني على الفرج "
"1039"," أخبرنا عبد الله بن صالح قال حدثني الليث حدثني ابن شهاب عن حبيب مولى عروة عن ندبة مولاة ميمونة عن ميمونة زوج النبي صلى الله عليه وسلم أن رسول الله صلى الله عليه وسلم كان يباشر المرأة من نسائه وهي حائض إذا كان عليها إزار يبلغ أنصاف الفخذين أو الركبتين محتجزة به "
"1040"," أخبرنا خالد بن مخلد حدثنا مالك عن ابن شهاب عن عروة عن عائشة قالت كنت أرجل رأس رسول الله صلى الله عليه وسلم وأنا حائض "
"1041"," أخبرنا خالد حدثنا مالك عن هشام بن عروة عن أبيه عن عائشة قالت كنت أرجل رأس رسول الله صلى الله عليه وسلم وأنا حائض "
"1042"," أخبرنا خالد حدثنا مالك عن نافع قال كن جواري ابن عمر يغسلن رجليه وهن حيض ويعطينه الخمرة "
"1043"," أخبرنا محمد بن يوسف حدثنا سفيان عن المقدام بن شريح بن هانئ عن أبيه عن عائشة قالت كنت أوتى بالإناء فأضع فمي فأشرب وأنا حائض فيضع رسول الله صلى الله عليه وسلم فمه على المكان الذي وضعت فيشرب وأوتى بالعرق فأنتهس فيضع فاه على المكان الذي وضعت فينتهس ثم يأمرني فأتزر وأنا حائض وكان يباشرني "
"1044"," أخبرنا محمد بن يوسف حدثنا سفيان عن مغيرة عن إبراهيم قال كان يقال الحائض ليست الحيضة في يدها تغسل يدها وتعجن وتنبذ "
"1045"," أخبرنا أبو زيد حدثنا شعبة عن مغيرة عن إبراهيم قال كان يقول إن الحائض حيضتها ليست في يدها وكان يقول الحائض حب الحي "
"1046"," أخبرنا جعفر بن عون حدثنا سفيان عن حماد قال سألت إبراهيم عن مصافحة اليهودي والنصراني والمجوسي والحائض فلم ير فيه وضوءا "
"1047"," أخبرنا أبو الوليد الطيالسي حدثنا زائدة حدثنا إسمعيل السدي عن عبد الله البهي قال حدثتني عائشة أن رسول الله صلى الله عليه وسلم كان في المسجد فقال للجارية ناوليني الخمرة قالت أراد أن يبسطها ويصلي عليها فقالت إنها حائض فقال إن حيضتها ليس في يدها "
"1048"," أخبرنا عبد الله بن مسلمة حدثنا فضيل بن عياض عن سليمان عن تميم بن سلمة عن عروة عن عائشة قالت كان رسول الله صلى الله عليه وسلم يخرج إلي رأسه من المسجد فأغسله يعني وهو معتكف "
"1049"," أخبرنا المعلى بن أسد حدثنا أبو عوانة عن مغيرة عن إبراهيم كان لا يرى بأسا أن توضئ الحائض المريض "
"1050"," أخبرنا يزيد بن هارون عن جعفر بن الحارث عن منصور عن إبراهيم عن الأسود عن عائشة قالت كنت أغسل رأس النبي صلى الله عليه وسلم وأنا حائض "
"1051"," أخبرنا يعلى بن عبيد حدثنا الأعمش عن تميم بن سلمة عن عروة عن عائشة قالت لقد كنت أغسل رأس رسول الله صلى الله عليه وسلم وأنا حائض وهو عاكف "
"1052"," أخبرنا أبو الوليد الطيالسي حدثنا شعبة قال سمعت مغيرة قال أرسل أبو ظبيان إلى إبراهيم يسأله عن الحائض توضئ المريض قال نعم وتسنده قال لا فقلت للمغيرة سمعته من إبراهيم قال لا قال عبد الله وتسنده يعني في الصلاة "
"1053"," أخبرنا أبو الوليد حدثنا شعبة قال سليمان أخبرني عن ثابت بن عبيد عن القاسم عن عائشة أن النبي صلى الله عليه وسلم قال لها ناوليني الخمرة قالت إني حائض قال إنها ليست في يدك "
"1054"," حدثنا سليمان بن حرب حدثنا حماد بن زيد عن كثير بن شنظير عن الحسن أنه سئل عن امرأة حائض شربت من ماء أيتوضأ به فضحك وقال نعم "
